TF0000945	ENSMUST00000111427	OCT1	GS0014596	ENSMUSG00000012396	6	122657507	122664651	Mus musculus	Pluripotency	15916719	NA
TF0000946	ENSMUST00000025271	OCT4 SOX2	GS0014596	ENSMUSG00000012396	6	122657507	122664651	Mus musculus	Pluripotency	15860457	NA
TF0000946	ENSMUST00000025271	OCT4 SOX2	GS0014598	ENSMUSG00000024406	17	35642984	35647722	Mus musculus	Pluripotency	15988017	NA
TF0000947	ENSMUST00000091831	SMAD2/3/4	GS0014596	ENSMUSG00000012396	6	122657507	122664651	Mus musculus	Pluripotency	20207225	NA
TF0000948	ENSMUST00000107619	R(KLF4)	GS0014596	ENSMUSG00000012396	6	122657507	122664651	Mus musculus	Pluripotency	20071344	NA
TF0000949	ENSMUST00000074667	T	GS0014596	ENSMUSG00000012396	6	122657507	122664651	Mus musculus	Pluripotency	16801560	NA
TF0000950	ENSMUST00000087285	FOXD3	GS0014596	ENSMUSG00000012396	6	122657507	122664651	Mus musculus	Pluripotency	16790525	NA
TF0000951	ENSMUST00000005371	P53 RE1	GS0014596	ENSMUSG00000012396	6	122657507	122664651	Mus musculus	Pluripotency	15619621	NA
TF0000952	ENSMUST00000005371	P53 RE2	GS0014596	ENSMUSG00000012396	6	122657507	122664651	Mus musculus	Pluripotency	15619621	NA
TF0000953	ENSMUST00000001326	SP1/3 2	GS0014596	ENSMUSG00000012396	6	122657507	122664651	Mus musculus	Pluripotency	16541131	NA
TF0000954	ENSMUST00000001326	SP1/3 1	GS0014596	ENSMUSG00000012396	6	122657507	122664651	Mus musculus	Pluripotency	16541131	NA
TF0000955	ENSMUST00000105345	TCF3	GS0014596	ENSMUSG00000012396	6	122657507	122664651	Mus musculus	Pluripotency	16894029	NA
TF0000956	ENSMUST00000112877	GCNF	GS0014596	ENSMUSG00000012396	6	122657507	122664651	Mus musculus	Pluripotency	16166633	NA
TF0000957	ENSMUST00000031650	R(CDX2 AND NANOG)	GS0014596	ENSMUSG00000012396	6	122657507	122664651	Mus musculus	Pluripotency	19564890	NA
TF0000958	ENSMUST00000084727	ZFP143 REVCOM	GS0014596	ENSMUSG00000012396	6	122657507	122664651	Mus musculus	Pluripotency	18687992	NA
TF0000959	ENSMUST00000116402	ESRRB	GS0014596	ENSMUSG00000012396	6	122657507	122664651	Mus musculus	Pluripotency	18662995	NA
TF0000960	ENSMUST00000005279	KLF5	GS0014596	ENSMUSG00000012396	6	122657507	122664651	Mus musculus	Pluripotency	18653541	NA
TF0000961	ENSMUST00000040445	R(RONIN)	GS0014598	ENSMUSG00000024406	17	35642984	35647722	Mus musculus	Pluripotency	18585351	NA
TF0000962	ENSMUST00000112877	DR(0) NR6A1 GCNF	GS0014598	ENSMUSG00000024406	17	35642984	35647722	Mus musculus	Pluripotency	11702949	NA
TF0000963	ENSMUST00000099343	DR(1) NR2C1 TR2	GS0014598	ENSMUSG00000024406	17	35642984	35647722	Mus musculus	Pluripotency	17187077	NA
TF0000964	ENSMUST00000001326	SP1/3	GS0014598	ENSMUSG00000024406	17	35642984	35647722	Mus musculus	Pluripotency	11309664	NA
TF0000965	ENSMUST00000120967	ZFP206	GS0014598	ENSMUSG00000024406	17	35642984	35647722	Mus musculus	Pluripotency	19740739	NA
TF0000966	ENSMUST00000031749	NOBOX	GS0014598	ENSMUSG00000024406	17	35642984	35647722	Mus musculus	Pluripotency	16997917	NA
TF0000967	ENSMUST00000027649	1B LRH1 NR5A2 PE2	GS0014598	ENSMUSG00000024406	17	35642984	35647722	Mus musculus	Pluripotency	15831456	NA
TF0000968	ENSMUST00000116402	ESRRB P1	GS0014598	ENSMUSG00000024406	17	35642984	35647722	Mus musculus	Pluripotency	18957414	NA
TF0000969	ENSMUST00000012540	NANOG P1	GS0014598	ENSMUSG00000024406	17	35642984	35647722	Mus musculus	Pluripotency	18957414	NA
TF0000970	ENSMUST00000043104	CR2 1B(PE)	GS0014598	ENSMUSG00000024406	17	35642984	35647722	Mus musculus	Pluripotency		NA
TF0000971	ENSMUST00000027649	1B LRH1 NR5A2 PE1	GS0014598	ENSMUSG00000024406	17	35642984	35647722	Mus musculus	Pluripotency	15831456	NA
TF0000972	ENSMUST00000105345	TCF3 M3	GS0014598	ENSMUSG00000024406	17	35642984	35647722	Mus musculus	Pluripotency	18467660	NA
TF0000973	ENSMUST00000028084	1A(PE) SF1	GS0014598	ENSMUSG00000024406	17	35642984	35647722	Mus musculus	Pluripotency	11309664	NA
TF0000974	ENSMUST00000116402	ESRRB P2	GS0014598	ENSMUSG00000024406	17	35642984	35647722	Mus musculus	Pluripotency	18957414	NA
TF0000975	ENSMUST00000029061	SALL4	GS0014598	ENSMUSG00000024406	17	35642984	35647722	Mus musculus	Pluripotency	16980957	NA
TF0000976	ENSMUST00000025271	OCT4 SOX2 2B	GS0014598	ENSMUSG00000024406	17	35642984	35647722	Mus musculus	Pluripotency	15557334	NA
TF0000977	ENSMUST00000033053	CR4 2A(DE)	GS0014598	ENSMUSG00000024406	17	35642984	35647722	Mus musculus	Pluripotency		NA
TF0000978	ENSMUST00000105345	TCF3 M1	GS0014598	ENSMUSG00000024406	17	35642984	35647722	Mus musculus	Pluripotency	18467660	NA
TF0000979	ENSMUST00000116402	ESRRB 1 TYPO IN FIGURE	GS0014620	ENSMUSG00000074637	3	34548927	34551383	Mus musculus	Pluripotency	19136965	NA
TF0000980	ENSMUST00000116402	ESRRB 2 TYPO IN FIGURE	GS0014620	ENSMUSG00000074637	3	34548927	34551383	Mus musculus	Pluripotency	19136965	NA
TF0000981	ENSMUST00000106341	NEURAL LEF1 LEF1	GS0014620	ENSMUSG00000074637	3	34548927	34551383	Mus musculus	Pluripotency	19212098	NA
TF0000982	ENSMUST00000025271	OCT4/6SOX2	GS0014620	ENSMUSG00000074637	3	34548927	34551383	Mus musculus	Pluripotency	12136102	NA
TF0000983	ENSMUST00000127638	STAT3 2	GS0014620	ENSMUSG00000074637	3	34548927	34551383	Mus musculus	Pluripotency	18447642	NA
TF0000984	ENSMUST00000127638	STAT3 1	GS0014620	ENSMUSG00000074637	3	34548927	34551383	Mus musculus	Pluripotency	18447642	NA
TF0000985	ENSMUST00000026474	GLI1	GS0014620	ENSMUSG00000074637	3	34548927	34551383	Mus musculus	Pluripotency	18927476	NA
TF0000986	ENSMUST00000025271	OCT4 BRN1/2 1	GS0014620	ENSMUSG00000074637	3	34548927	34551383	Mus musculus	Pluripotency	15262984	NA
TF0000987	ENSMUST00000025271	OCT4 BRN1/2 2	GS0014620	ENSMUSG00000074637	3	34548927	34551383	Mus musculus	Pluripotency	15262984	NA
TF0000988	ENSMUST00000024954	HRE HIF2A/EPAS 1	GS0014620	ENSMUSG00000074637	3	34548927	34551383	Mus musculus	Pluripotency	19897487	NA
TF0000989	ENSMUST00000024954	HRE HIF2A/EPAS 2	GS0014620	ENSMUSG00000074637	3	34548927	34551383	Mus musculus	Pluripotency	19897487	NA
TF0000990	ENSMUST00000062483	GLI2? DNA NOT MATCHING	GS0014620	ENSMUSG00000074637	3	34548927	34551383	Mus musculus	Pluripotency	18927476	NA
